"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight"
"1481",2088,10,24,1979,9,"DM","M",37,43
"1482",2089,10,24,1979,10,"OL","F",21,25
"1483",2090,10,24,1979,11,"DM","F",34,28
"1484",2091,10,24,1979,11,"DM","M",35,29
"1485",2092,10,24,1979,19,"PE","M",19,19
"1486",2093,10,24,1979,22,"DS","M",50,143
"1487",2094,10,24,1979,17,"DS","M",51,156
"1488",2095,10,24,1979,17,"DS","M",51,123
"1489",2096,10,24,1979,11,"OT","F",20,27
"1490",2097,10,24,1979,8,"DS","F",51,120
"1491",2098,10,24,1979,9,"DS","F",50,123
"1492",2099,10,24,1979,23,"PE","M",21,24
"1493",2100,10,24,1979,9,"OT","F",21,21
"1494",2101,10,24,1979,12,"DM","M",37,45
"1495",2102,10,24,1979,17,"NL","M",32,133
"1496",2103,10,24,1979,19,"OL","M",21,27
"1497",2104,10,24,1979,9,"OT","M",22,22
"1498",2105,10,24,1979,17,"DO","M",34,49
"1499",2106,10,24,1979,9,"DS","F",47,102
"1500",2107,10,24,1979,20,"NL","M",32,171
"1501",2108,10,24,1979,11,"OT","M",19,18
"1502",2109,10,24,1979,11,"OT","M",21,19
"1503",2112,10,25,1979,3,"OL","F",21,32
"1504",2113,10,25,1979,24,"DS","F",52,122
"1505",2114,10,25,1979,3,"OL","M",22,36
"1506",2115,10,25,1979,14,"DS","F",52,133
"1507",2116,10,25,1979,24,"PE","M",18,19
"1508",2117,10,25,1979,3,"PF","M",20,7
"1509",2118,10,25,1979,4,"DS","M",48,130
"1510",2119,10,25,1979,6,"OT","F",21,23
"1511",2121,10,25,1979,15,"OT","F",20,19
"1512",2122,10,25,1979,2,"DM","F",35,35
"1513",2123,10,25,1979,5,"DM","F",37,49
"1514",2124,10,25,1979,24,"DM","M",38,50
"1515",2125,10,25,1979,13,"DS","M",52,135
"1516",2126,10,25,1979,4,"DS","F",50,126
"1517",2127,10,25,1979,15,"PP","F",21,16
"1518",2128,10,25,1979,14,"DM","F",35,49
"1519",2129,10,25,1979,5,"OT","F",21,26
"1520",2130,10,25,1979,13,"DM","M",36,47
"1521",2131,10,25,1979,2,"DM","F",37,47
"1522",2132,10,25,1979,5,"OT","M",20,23
"1523",2133,10,25,1979,2,"NL","F",33,274
"1524",2134,10,25,1979,18,"DS","M",49,127
"1525",2135,10,25,1979,3,"RM","M",14,7
"1526",2136,10,25,1979,5,"OT","F",19,21
"1527",2137,10,25,1979,4,"DM","M",35,49
"1528",2140,11,17,1979,3,"PE","F",19,24
"1529",2141,11,17,1979,5,"DM","F",33,30
"1530",2142,11,17,1979,17,"OT","M",18,20
"1531",2143,11,17,1979,4,"DM","M",36,40
"1532",2144,11,17,1979,17,"OT","M",21,22
"1533",2145,11,17,1979,5,"DM","F",36,49
"1534",2146,11,17,1979,15,"OT","F",20,22
"1535",2147,11,17,1979,15,"PF","M",14,6
"1536",2148,11,17,1979,3,"PE","M",19,17
"1537",2149,11,17,1979,17,"DM","M",36,48
"1538",2150,11,17,1979,3,"RM","M",13,7
"1539",2151,11,17,1979,18,"OT","F",20,22
"1540",2152,11,17,1979,5,"DM","M",34,26
"1541",2153,11,17,1979,6,"OT","F",20,23
"1542",2154,11,17,1979,14,"RM","F",14,9
"1543",2155,11,17,1979,18,"OL","M",21,31
"1544",2156,11,17,1979,5,"OT","M",20,23
"1545",2157,11,17,1979,24,"OT","F",20,21
"1546",2158,11,17,1979,1,"OT","F",21,24
"1547",2159,11,17,1979,24,"DS","F",50,124
"1548",2160,11,17,1979,4,"DM","M",36,50
"1549",2161,11,17,1979,17,"DS","M",51,130
"1550",2162,11,17,1979,18,"DS","M",48,136
"1551",2163,11,17,1979,2,"OL","F",21,34
"1552",2164,11,17,1979,3,"PF","M",14,7
"1553",2165,11,17,1979,1,"DM","F",35,30
"1554",2166,11,17,1979,15,"OT","M",21,21
"1555",2167,11,17,1979,2,"PF","F",14,7
"1556",2168,11,17,1979,4,"DS","F",49,128
"1557",2169,11,17,1979,18,"OL","F",21,33
"1558",2170,11,17,1979,14,"DM","F",35,51
"1559",2171,11,17,1979,1,"PM","M",22,25
"1560",2172,11,17,1979,17,"OT","F",20,28
"1561",2173,11,17,1979,18,"OL","M",21,34
"1562",2174,11,17,1979,14,"NL","F",31,109
"1563",2175,11,17,1979,5,"DM","M",36,48
"1564",2176,11,17,1979,2,"DM","M",37,50
"1565",2177,11,17,1979,14,"DS","F",49,141
"1566",2178,11,17,1979,2,"OL","F",19,35
"1567",2179,11,17,1979,3,"PF","F",14,8
"1568",2180,11,17,1979,24,"DM","M",38,52
"1569",2181,11,17,1979,2,"DM","F",36,49
"1570",2182,11,17,1979,5,"DM","M",36,25
"1571",2183,11,17,1979,2,"OL","M",21,36
"1572",2184,11,17,1979,2,"NL","F",30,186
"1573",2185,11,17,1979,24,"RM","M",14,7
"1574",2186,11,17,1979,17,"DO","M",34,51
"1575",2187,11,17,1979,1,"OL","M",20,41
"1576",2188,11,17,1979,13,"DM","F",33,27
"1577",2189,11,17,1979,14,"DM","M",34,21
"1578",2190,11,17,1979,6,"PE","M",19,20
"1579",2191,11,17,1979,17,"NL","M",31,153
"1580",2193,11,18,1979,7,"PM","M",21,23
"1581",2194,11,18,1979,7,"DM","M",36,53
"1582",2195,11,18,1979,7,"DM","F",35,43
"1583",2196,11,18,1979,7,"OT","M",19,22
"1584",2197,11,18,1979,8,"DM","M",35,44
"1585",2198,11,18,1979,8,"DM","F",34,45
"1586",2199,11,18,1979,8,"DM","F",35,50
"1587",2200,11,18,1979,8,"DO","F",33,54
"1588",2201,11,18,1979,8,"DM","M",36,43
"1589",2202,11,18,1979,9,"DS","M",48,110
"1590",2203,11,18,1979,9,"DS","F",52,118
"1591",2204,11,18,1979,9,"DM","F",36,41
"1592",2205,11,18,1979,9,"DM","M",36,49
"1593",2206,11,18,1979,10,"OT","F",20,22
"1594",2207,11,18,1979,10,"DM","F",34,36
"1595",2208,11,18,1979,11,"DO","F",31,42
"1596",2209,11,18,1979,11,"OL","M",19,19
"1597",2210,11,18,1979,11,"OT","M",19,22
"1598",2211,11,18,1979,11,"NL","F",33,122
"1599",2212,11,18,1979,12,"OL","M",21,29
"1600",2213,11,18,1979,12,"DM","M",36,44
"1601",2214,11,18,1979,12,"DM","M",35,51
"1602",2215,11,18,1979,12,"DS","F",47,118
"1603",2216,11,18,1979,13,"NL","F",31,168
"1604",2217,11,18,1979,13,"DM","M",36,36
"1605",2218,11,18,1979,14,"DM","M",36,46
"1606",2219,11,18,1979,14,"DM","F",36,43
"1607",2220,11,18,1979,15,"DM","M",34,46
"1608",2221,11,18,1979,15,"DM","F",35,45
"1609",2222,11,18,1979,15,"DM","F",35,42
"1610",2223,11,18,1979,16,"OT","M",19,19
"1611",2224,11,18,1979,16,"DM","M",36,43
"1612",2225,11,18,1979,16,"DM","M",35,46
"1613",2226,11,18,1979,17,"OL","F",19,29
"1614",2227,11,18,1979,17,"DS","F",53,134
"1615",2228,11,18,1979,18,"OL","F",21,31
"1616",2229,11,18,1979,18,"DM","F",34,40
"1617",2230,11,18,1979,19,"DM","M",38,53
"1618",2231,11,18,1979,19,"NL","F",33,122
"1619",2232,11,18,1979,19,"DM","M",36,48
"1620",2233,11,18,1979,19,"DM","M",38,54
"1621",2234,11,18,1979,20,"DM","F",35,45
"1622",2235,11,18,1979,20,"OT","M",20,20
"1623",2236,11,18,1979,20,"OT","M",20,24
"1624",2237,11,18,1979,21,"DM","F",36,48
"1625",2238,11,18,1979,22,"OT","M",18,23
"1626",2239,11,18,1979,23,"OT","M",20,22
"1627",2240,11,18,1979,23,"OT","F",20,23
"1628",2241,11,18,1979,24,"DM","M",35,42
"1629",2242,11,18,1979,20,"DM","F",33,41
"1630",2243,11,18,1979,11,"DS","M",49,134
"1631",2244,11,18,1979,11,"DM","M",39,48
"1632",2245,11,18,1979,8,"OL","M",21,36
"1633",2246,11,18,1979,9,"DO","M",34,44
"1634",2247,11,18,1979,12,"NL","F",33,217
"1635",2248,11,18,1979,8,"DO","M",37,50
"1636",2249,11,18,1979,21,"PF","M",15,8
"1637",2250,11,18,1979,20,"DS","F",52,154
"1638",2251,11,18,1979,22,"DS","M",49,141
"1639",2252,11,18,1979,11,"DM","F",34,42
"1640",2253,11,18,1979,8,"OL","F",20,35
"1641",2254,11,18,1979,22,"DS","F",50,143
"1642",2255,11,18,1979,11,"RM","F",15,9
"1643",2256,11,18,1979,11,"DM","F",34,39
"1644",2258,11,18,1979,19,"RM","F",12,11
"1645",2259,11,18,1979,8,"DM","M",34,39
"1646",2260,11,18,1979,11,"PP","M",22,16
"1647",2261,11,18,1979,9,"DM","M",37,46
"1648",2262,11,18,1979,12,"DM","F",35,50
"1649",2263,11,18,1979,23,"PE","F",18,18
"1650",2264,11,18,1979,9,"DS","F",50,103
"1651",2265,11,18,1979,12,"DM","M",36,46
"1652",2266,11,18,1979,20,"DM","M",38,49
"1653",2267,11,18,1979,19,"PE","M",19,21
"1654",2268,11,18,1979,11,"DM","M",37,36
"1655",2271,1,15,1980,8,"DO","M",35,53
"1656",2272,1,15,1980,11,"PF","F",16,10
"1657",2273,1,15,1980,18,"DM","F",34,33
"1658",2274,1,15,1980,11,"DM","M",38,37
"1659",2275,1,15,1980,8,"DO","F",33,29
"1660",2276,1,15,1980,11,"DS","M",47,132
"1661",2277,1,15,1980,8,"PF","M",15,8
"1662",2278,1,15,1980,9,"OT","M",21,23
"1663",2279,1,15,1980,11,"DM","F",36,36
"1664",2280,1,15,1980,21,"OT","F",20,21
"1665",2281,1,15,1980,11,"OL","M",20,29
"1666",2282,1,15,1980,17,"DM","F",36,49
"1667",2283,1,15,1980,11,"OL","M",21,23
"1668",2284,1,15,1980,9,"OL","M",20,32
"1669",2285,1,15,1980,10,"OL","F",20,24
"1670",2286,1,15,1980,11,"DM","M",38,47
"1671",2287,1,15,1980,21,"OT","M",19,22
"1672",2288,1,15,1980,19,"RM","F",17,12
"1673",2289,1,15,1980,20,"DS","F",52,150
"1674",2290,1,15,1980,11,"DM","M",37,49
"1675",2291,1,15,1980,9,"OL","F",21,34
"1676",2292,1,15,1980,12,"DM","F",35,40
"1677",2293,1,15,1980,18,"DS","F",51,132
"1678",2294,1,15,1980,22,"DM","F",34,25
"1679",2295,1,15,1980,9,"OL","M",21,36
"1680",2296,1,15,1980,8,"DO","F",34,50
"1681",2297,1,15,1980,11,"DM","M",37,45
"1682",2298,1,15,1980,17,"DM","M",35,47
"1683",2299,1,15,1980,9,"DM","M",38,46
"1684",2300,1,15,1980,18,"DM","F",32,29
"1685",2301,1,15,1980,9,"DS","F",50,136
"1686",2302,1,15,1980,12,"DM","M",37,45
"1687",2303,1,15,1980,19,"RM","F",18,9
"1688",2304,1,15,1980,20,"OL","F",21,27
"1689",2305,1,15,1980,12,"NL","F",32,214
"1690",2306,1,15,1980,17,"OT","M",20,20
"1691",2307,1,15,1980,17,"OT","F",21,25
"1692",2308,1,15,1980,8,"DM","M",35,40
"1693",2309,1,15,1980,10,"OL","F",21,30
"1694",2310,1,15,1980,11,"DM","M",36,48
"1695",2311,1,15,1980,12,"NL","F",32,114
"1696",2312,1,15,1980,12,"DS","M",52,131
"1697",2313,1,15,1980,21,"PF","M",16,8
"1698",2315,1,15,1980,17,"RM","F",17,9
"1699",2316,1,15,1980,19,"RM","M",16,9
"1700",2317,1,15,1980,18,"DO","F",36,51
"1701",2318,1,15,1980,19,"PE","F",20,17
"1702",2319,1,15,1980,11,"DM","M",37,26
"1703",2320,1,15,1980,18,"DO","M",31,32
"1704",2321,1,15,1980,20,"OT","M",20,25
"1705",2322,1,15,1980,9,"DS","F",46,114
"1706",2323,1,15,1980,17,"OL","M",22,31
"1707",2324,1,15,1980,11,"DM","M",35,49
"1708",2325,1,15,1980,17,"DO","M",33,50
"1709",2326,1,15,1980,22,"DS","M",50,142
"1710",2327,1,15,1980,10,"RM","M",16,10
"1711",2328,1,15,1980,21,"PF","F",16,9
"1712",2329,1,15,1980,17,"NL","M",35,187
"1713",2332,1,16,1980,1,"DO","M",34,50
"1714",2333,1,16,1980,1,"DM","F",37,52
"1715",2334,1,16,1980,1,"DM","M",38,44
"1716",2335,1,16,1980,1,"DM","F",36,43
"1717",2336,1,16,1980,1,"DM","M",35,42
"1718",2337,1,16,1980,1,"OT","M",20,23
"1719",2338,1,16,1980,2,"DM","F",36,46
"1720",2339,1,16,1980,2,"DM","F",35,37
"1721",2340,1,16,1980,2,"DM","F",34,42
"1722",2341,1,16,1980,3,"DM","F",36,44
"1723",2342,1,16,1980,4,"DS","F",48,113
"1724",2343,1,16,1980,5,"DM","M",36,48
"1725",2344,1,16,1980,5,"DM","F",35,39
"1726",2345,1,16,1980,5,"OT","M",21,21
"1727",2346,1,16,1980,5,"NL","M",35,239
"1728",2347,1,16,1980,6,"DM","M",34,42
"1729",2348,1,16,1980,6,"OT","F",21,20
"1730",2349,1,16,1980,6,"DM","F",37,46
"1731",2350,1,16,1980,6,"NL","M",35,241
"1732",2351,1,16,1980,13,"OT","F",20,21
"1733",2352,1,16,1980,13,"DM","M",35,43
"1734",2353,1,16,1980,14,"DM","M",36,48
"1735",2354,1,16,1980,14,"DM","M",37,47
"1736",2356,1,16,1980,15,"DM","F",34,39
"1737",2357,1,16,1980,15,"DM","M",37,36
"1738",2358,1,16,1980,15,"DM","F",36,39
"1739",2359,1,16,1980,16,"DM","M",37,49
"1740",2360,1,16,1980,16,"DM","M",35,45
"1741",2361,1,16,1980,16,"DM","F",35,40
"1742",2362,1,16,1980,17,"NL","M",32,168
"1743",2363,1,16,1980,17,"DO","M",34,32
"1744",2365,1,16,1980,18,"DO","M",34,29
"1745",2366,1,16,1980,23,"DM","F",36,44
"1746",2367,1,16,1980,23,"DM","M",37,51
"1747",2368,1,16,1980,24,"DM","F",35,46
"1748",2369,1,16,1980,24,"OT","M",20,22
"1749",2370,1,16,1980,24,"DO","F",36,43
"1750",2371,1,16,1980,24,"OL","F",21,26
"1751",2372,1,16,1980,2,"DM","F",36,37
"1752",2373,1,16,1980,3,"OL","M",22,36
"1753",2374,1,16,1980,16,"OT","M",20,20
"1754",2375,1,16,1980,2,"OL","M",21,36
"1755",2376,1,16,1980,5,"DM","M",37,45
"1756",2377,1,16,1980,24,"DM","M",35,40
"1757",2378,1,16,1980,13,"DM","F",36,37
"1758",2379,1,16,1980,15,"RM","F",15,10
"1759",2380,1,16,1980,15,"PF","M",14,7
"1760",2381,1,16,1980,24,"DS","F",50,120
"1761",2382,1,16,1980,4,"DS","M",48,131
"1762",2383,1,16,1980,2,"OL","F",21,38
"1763",2384,1,16,1980,2,"DO","F",35,53
"1764",2385,1,16,1980,14,"DM","F",36,49
"1765",2386,1,16,1980,14,"DS","F",47,68
"1766",2388,1,16,1980,4,"DM","M",36,51
"1767",2389,1,16,1980,1,"DM","F",36,43
"1768",2390,1,16,1980,1,"DM","F",36,38
"1769",2391,1,16,1980,2,"OL","F",21,34
"1770",2392,1,16,1980,2,"OT","F",19,20
"1771",2393,1,16,1980,3,"PF","F",15,7
"1772",2394,1,16,1980,4,"DM","F",37,40
"1773",2395,1,16,1980,14,"NL","F",33,120
"1774",2396,1,16,1980,4,"DS","F",50,141
"1775",2397,1,16,1980,5,"DM","F",36,40
"1776",2398,1,16,1980,6,"DM","M",38,40
"1777",2399,1,16,1980,5,"DM","M",37,44
"1778",2400,1,16,1980,2,"DM","F",36,42
"1779",2401,1,16,1980,14,"DM","M",36,37
"1780",2402,1,16,1980,4,"DM","F",36,36
"1781",2403,1,16,1980,24,"DM","M",38,54
"1782",2404,1,16,1980,4,"PF","F",15,7
"1783",2405,1,16,1980,15,"PF","F",16,7
"1784",2406,1,16,1980,2,"NL","F",33,184
"1785",2407,1,16,1980,15,"OT","F",20,22
"1786",2408,1,16,1980,4,"DM","F",36,48
"1787",2409,1,16,1980,5,"DM","F",37,61
"1788",2410,2,24,1980,17,"DO","F",35,54
"1789",2411,2,24,1980,18,"DM","F",34,41
"1790",2412,2,24,1980,18,"OT","M",19,25
"1791",2413,2,24,1980,18,"OT","F",21,27
"1792",2414,2,24,1980,11,"PF","F",15,7
"1793",2415,2,24,1980,12,"DM","M",35,50
"1794",2416,2,24,1980,22,"DS","M",51,142
"1795",2417,2,24,1980,17,"DM","M",35,47
"1796",2418,2,24,1980,8,"OL","F",22,35
"1797",2419,2,24,1980,19,"RM","M",15,10
"1798",2420,2,24,1980,20,"RM","F",16,12
"1799",2421,2,24,1980,8,"OL","M",21,39
"1800",2422,2,24,1980,9,"DO","F",35,50
"1801",2424,2,24,1980,17,"DS","M",52,128
"1802",2425,2,24,1980,11,"RM","F",17,16
"1803",2426,2,24,1980,21,"OT","F",20,25
"1804",2427,2,24,1980,11,"OL","F",21,32
"1805",2428,2,24,1980,8,"DO","F",33,47
"1806",2429,2,24,1980,8,"DM","M",35,43
"1807",2430,2,24,1980,18,"DO","M",34,44
"1808",2431,2,24,1980,8,"DS","M",53,133
"1809",2432,2,24,1980,21,"RM","F",14,8
"1810",2433,2,24,1980,12,"DM","F",35,40
"1811",2434,2,24,1980,12,"DM","M",35,47
"1812",2435,2,24,1980,19,"PE","M",20,21
"1813",2436,2,24,1980,12,"DM","F",36,42
"1814",2438,2,24,1980,21,"PF","M",15,9
"1815",2439,2,24,1980,23,"PE","F",22,19
"1816",2440,2,24,1980,9,"DS","F",50,103
"1817",2441,2,24,1980,17,"OL","F",19,37
"1818",2442,2,24,1980,10,"RM","M",16,10
"1819",2445,2,24,1980,11,"DM","F",34,36
"1820",2446,2,24,1980,17,"DO","F",35,52
"1821",2447,2,24,1980,9,"DO","F",33,46
"1822",2448,2,24,1980,9,"OL","M",21,35
"1823",2449,2,24,1980,12,"DM","F",34,23
"1824",2450,2,24,1980,12,"DM","F",35,24
"1825",2452,2,25,1980,1,"DM","F",37,40
"1826",2453,2,25,1980,1,"DM","M",37,51
"1827",2454,2,25,1980,1,"DS","M",54,147
"1828",2455,2,25,1980,1,"DM","F",35,43
"1829",2456,2,25,1980,2,"DM","F",36,48
"1830",2457,2,25,1980,2,"PE","M",21,23
"1831",2458,2,25,1980,2,"DO","F",37,55
"1832",2459,2,25,1980,2,"DO","M",36,52
"1833",2460,2,25,1980,2,"DM","F",37,46
"1834",2461,2,25,1980,3,"DS","M",52,147
"1835",2462,2,25,1980,3,"DM","M",35,48
"1836",2463,2,25,1980,3,"DS","M",52,155
"1837",2464,2,25,1980,3,"DS","M",50,129
"1838",2465,2,25,1980,4,"DM","F",32,38
"1839",2466,2,25,1980,4,"DM","M",36,50
"1840",2467,2,25,1980,4,"DM","F",33,40
"1841",2468,2,25,1980,5,"OT","F",19,29
"1842",2469,2,25,1980,6,"DS","M",52,126
"1843",2470,2,25,1980,6,"DM","F",34,37
"1844",2471,2,25,1980,7,"DO","M",34,52
"1845",2472,2,25,1980,7,"DM","F",36,37
"1846",2473,2,25,1980,8,"DS","M",45,81
"1847",2474,2,25,1980,8,"DS","M",46,79
"1848",2475,2,25,1980,9,"DM","F",35,46
"1849",2476,2,25,1980,9,"DM","M",36,47
"1850",2477,2,25,1980,10,"DM","F",34,40
"1851",2478,2,25,1980,10,"DM","M",36,49
"1852",2479,2,25,1980,11,"DS","M",51,143
"1853",2480,2,25,1980,11,"DM","F",35,36
"1854",2481,2,25,1980,11,"DM","M",36,41
"1855",2482,2,25,1980,12,"DM","F",35,38
"1856",2483,2,25,1980,12,"DM","M",37,51
"1857",2484,2,25,1980,12,"DM","F",36,39
"1858",2485,2,25,1980,13,"DM","M",35,45
"1859",2486,2,25,1980,13,"DM","M",36,48
"1860",2487,2,25,1980,13,"DM","M",36,47
"1861",2488,2,25,1980,14,"DM","M",38,56
"1862",2489,2,25,1980,14,"DM","M",35,39
"1863",2490,2,25,1980,14,"DM","F",36,41
"1864",2491,2,25,1980,15,"DM","M",36,46
"1865",2492,2,25,1980,15,"DM","F",37,42
"1866",2493,2,25,1980,15,"DM","M",34,44
"1867",2494,2,25,1980,16,"DM","F",32,49
"1868",2495,2,25,1980,16,"DM","M",37,46
"1869",2496,2,25,1980,24,"DM","M",36,51
"1870",2497,2,25,1980,24,"DM","F",36,46
"1871",2498,2,25,1980,24,"NL","F",34,170
"1872",2499,2,25,1980,24,"DS","M",50,134
"1873",2500,2,25,1980,24,"DS","F",52,136
"1874",2501,2,25,1980,24,"DS","M",51,87
"1875",2502,2,25,1980,24,"DM","M",36,46
"1876",2503,2,25,1980,3,"PF","M",15,7
"1877",2504,2,25,1980,24,"OL","F",20,33
"1878",2505,2,25,1980,5,"DM","M",37,47
"1879",2506,2,25,1980,3,"PF","F",15,5
"1880",2507,2,25,1980,15,"OT","M",21,26
"1881",2508,2,25,1980,15,"OT","F",20,26
"1882",2509,2,25,1980,13,"RM","M",14,8
"1883",2510,2,25,1980,13,"DM","M",34,42
"1884",2511,2,25,1980,24,"DM","M",37,51
"1885",2512,2,25,1980,3,"RM","M",16,11
"1886",2513,2,25,1980,3,"RM","M",17,11
"1887",2514,2,25,1980,4,"PF","F",15,7
"1888",2515,2,25,1980,1,"DS","M",51,105
"1889",2516,2,25,1980,15,"PF","M",14,7
"1890",2517,2,25,1980,14,"DM","F",36,46
"1891",2518,2,25,1980,2,"RM","F",17,9
"1892",2519,2,25,1980,13,"DS","M",47,71
"1893",2520,2,25,1980,6,"DS","M",53,143
"1894",2521,2,25,1980,14,"DM","M",37,42
"1895",2522,2,25,1980,14,"NL","F",32,147
"1896",2523,2,25,1980,15,"RM","F",16,9
"1897",2524,2,25,1980,4,"DS","F",50,142
"1898",2525,2,25,1980,2,"DM","F",36,45
"1899",2526,2,25,1980,24,"OL","M",21,37
"1900",2527,2,25,1980,6,"DM","M",35,43
"1901",2528,2,25,1980,1,"OT","F",20,24
"1902",2529,2,25,1980,15,"RM","M",15,8
"1903",2530,2,25,1980,2,"PE","F",21,21
"1904",2531,2,25,1980,2,"OL","F",23,41
"1905",2532,2,25,1980,2,"OL","M",21,40
"1906",2533,2,25,1980,3,"PF","M",14,8
"1907",2534,2,25,1980,5,"DM","F",36,42
"1908",2753,3,21,1980,1,"PF","F",14,7
"1909",2761,3,21,1980,11,"DM","F",34,45
"1910",2763,3,21,1980,9,"DS","F",45,61
"1911",2765,3,21,1980,9,"DS","M",47,91
"1912",2768,3,21,1980,9,"DS","F",46,92
"1913",2775,3,21,1980,20,"DS","M",47,113
"1914",2795,3,22,1980,14,"DS","F",47,97
"1915",2811,3,22,1980,4,"DS","M",48,81
"1916",2812,3,22,1980,13,"DS","M",47,90
"1917",2833,4,17,1980,1,"DM","M",33,19
"1918",2836,4,17,1980,10,"OT","F",17,10
"1919",2838,4,17,1980,1,"DS","M",52,145
"1920",2854,4,17,1980,1,"DS","M",52,122
"1921",2855,4,17,1980,10,"OT","M",19,10
"1922",2856,4,17,1980,9,"DS","F",49,108
"1923",2858,4,17,1980,8,"PF","M",15,8
"1924",2913,5,17,1980,1,"DM","F",34,44
"1925",2914,5,17,1980,10,"OL","M",19,36
"1926",2915,5,17,1980,17,"DM","M",34,34
"1927",2917,5,17,1980,24,"DS","F",50,130
"1928",2918,5,17,1980,12,"DM","F",37,43
"1929",2919,5,17,1980,11,"DS","F",47,105
"1930",2920,5,17,1980,9,"OL","M",21,38
"1931",2921,5,17,1980,24,"PE","F",20,33
"1932",2922,5,17,1980,24,"DM","M",36,49
"1933",2923,5,17,1980,17,"DO","M",34,51
"1934",2925,5,17,1980,11,"DS","M",43,45
"1935",2926,5,17,1980,20,"DS","F",51,154
"1936",2928,5,17,1980,11,"PF","F",15,8
"1937",2929,5,17,1980,12,"DS","M",49,133
"1938",2930,5,17,1980,24,"DM","F",35,41
"1939",2931,5,17,1980,1,"DS","M",52,148
"1940",2932,5,17,1980,1,"NL","M",30,119
"1941",2933,5,17,1980,9,"DS","F",49,127
"1942",2934,5,17,1980,9,"DS","M",52,144
"1943",2935,5,17,1980,22,"DS","M",50,140
"1944",2936,5,17,1980,12,"DM","F",36,40
"1945",2937,5,17,1980,22,"DS","F",48,78
"1946",2938,5,17,1980,22,"DS","M",46,104
"1947",2939,5,17,1980,9,"DS","F",47,72
"1948",2940,5,17,1980,17,"DS","M",50,142
"1949",2941,5,17,1980,12,"DM","M",36,53
"1950",2942,5,17,1980,1,"PP","M",20,17
"1951",2943,5,17,1980,9,"DS","M",49,113
"1952",2944,5,17,1980,9,"DS","F",46,73
"1953",2945,5,17,1980,17,"OT","F",22,28
"1954",2946,5,17,1980,20,"DS","M",48,120
"1955",2947,5,17,1980,1,"DS","M",48,102
"1956",2948,5,17,1980,12,"DM","M",36,29
"1957",2949,5,17,1980,9,"DS","F",49,138
"1958",2950,5,17,1980,17,"DO","F",34,53
"1959",2951,5,17,1980,24,"DM","F",34,27
"1960",2952,5,17,1980,20,"NL","M",32,207
"1961",2953,5,17,1980,1,"PP","F",20,19
"1962",2954,5,17,1980,20,"DS","M",50,78
"1963",2955,5,17,1980,24,"DM","M",35,30
"1964",2956,5,17,1980,12,"DM","M",35,31
"1965",2961,5,18,1980,13,"DS","M",47,97
"1966",2962,5,18,1980,18,"DS","M",45,84
"1967",2963,5,18,1980,5,"DM","M",37,45
"1968",2964,5,18,1980,18,"DS","F",49,68
"1969",2965,5,18,1980,4,"DM","M",36,49
"1970",2966,5,18,1980,15,"PF","M",14,7
"1971",2967,5,18,1980,15,"PF","M",14,7
"1972",2968,5,18,1980,8,"OL","F",20,24
"1973",2969,5,18,1980,18,"DS","F",52,154
"1974",2970,5,18,1980,18,"DM","M",36,48
"1975",2971,5,18,1980,4,"DS","M",49,104
"1976",2972,5,18,1980,13,"DM","M",33,43
"1977",2973,5,18,1980,15,"OL","F",20,39
"1978",2974,5,18,1980,13,"PF","M",14,6
"1979",2975,5,18,1980,2,"DM","M",35,43
"1980",2976,5,18,1980,18,"DS","F",47,72
"1981",2977,5,18,1980,5,"DM","F",35,30
"1982",2978,5,18,1980,2,"OL","M",21,39
"1983",2979,5,18,1980,5,"DS","F",49,79
"1984",2980,5,18,1980,4,"DS","M",49,133
"1985",2981,5,18,1980,2,"DM","F",36,56
"1986",2982,5,18,1980,6,"DS","M",52,138
"1987",2983,5,18,1980,13,"DS","M",48,99
"1988",2984,5,18,1980,8,"DS","M",53,134
"1989",2985,5,18,1980,14,"DS","F",46,102
"1990",2986,5,18,1980,18,"DS","M",48,134
"1991",2987,5,18,1980,14,"DM","M",36,43
"1992",2988,5,18,1980,14,"DM","F",36,48
"1993",2989,5,18,1980,15,"PF","F",14,8
"1994",2990,5,18,1980,3,"PF","F",15,7
"1995",2991,5,18,1980,13,"DM","M",36,47
"1996",2992,5,18,1980,14,"NL","F",33,189
"1997",2993,5,18,1980,8,"DO","F",35,43
"1998",2994,5,18,1980,18,"NL","M",32,73
"1999",2995,5,18,1980,4,"DS","M",49,86
"2000",2996,5,18,1980,4,"DS","M",49,105
"2001",2997,5,18,1980,16,"DM","M",36,45
"2002",2998,5,18,1980,4,"DS","F",48,123
"2003",2999,5,18,1980,14,"NL","M",32,98
"2004",3000,5,18,1980,2,"NL","F",31,87
"2005",3001,5,18,1980,18,"NL","F",30,75
"2006",3002,5,18,1980,2,"NL","F",33,174
"2007",3003,5,18,1980,5,"DM","F",35,50
"2008",3005,5,24,1980,1,"DS","M",55,142
"2009",3006,5,24,1980,1,"DM","M",36,54
"2010",3007,5,24,1980,1,"DO","M",35,54
"2011",3008,5,24,1980,2,"DS","F",50,153
"2012",3009,5,24,1980,2,"DS","F",52,105
"2013",3010,5,24,1980,2,"DS","M",52,149
"2014",3011,5,25,1980,3,"DS","F",46,115
"2015",3012,5,25,1980,3,"DS","F",46,78
"2016",3013,5,25,1980,3,"DM","F",35,43
"2017",3015,5,25,1980,3,"DS","M",50,123
